Наименование товара;Артикул;Розничная цена;Остаток на складе
Ножницы Berger для стрижки овец, коз и баранов, одинарные 30,5 см;2712;3040.00;42
Ножницы Berger для стрижки овец, коз и баранов, двойные 30,5 см;2722;3270.00;47
Ножницы Berger для стрижки овец, коз и баранов, одинарные 33 см;2713;3330.00;30
Ножницы Berger для стрижки овец, коз и баранов, двойные 33 см;2723;4050.00;27
Чехол Berger для ножниц;5120;2420.00;8
Камень Berger для заточки ножниц;5706;1150.00;5
Ножевая пара Heiniger для стрижки лошадей и КРС 53/23  0,1 мм;703-670;6500.00;0
Вeрхний нож Heiniger Jet для овец, 4,4 мм;714-010-A;812.00;20
Лампа инфракрасная Philips 175Вт Е27 красная;871150060053015;1120.00;0
Кормушка бункерная 5 кг оцинкованная сталь;013/10C;2540.00;22
Кормушка бункерная 18 кг оцинкованная сталь без крышки для индеек;015/10;6570.00;9
Туалет Catidea 63х45х25 см, XL, с совком, кремовый;CL211-Cream;2670.00;0
Туалет Catidea 51х38х25 см высокий борт, с совком, кремовый;CL212-Cream;2040.00;4
Туалет Catidea 46х36х15 см с совком, коричневый;CL213-Rock;1250.00;11
Миска двойная Catidea с автопоением, металл, голубая;CF301-Sky;1330.00;29
Щетка Catidea массажная с каплей, пластиковая щетина для кошек и собак с чувствительной кожей, желтая;CG1-Yellow;823.00;8
Щетка Catidea массажная с каплей, пластиковая щетина для кошек и собак с чувствительной кожей, голубая;CG1-Sky;823.00;6
Щетка Catidea массажная с каплей, пластиковая щетина для кошек и собак с чувствительной кожей, полностью розовая;CG1-L-Pink;823.00;6
Щетка Catidea металлическая с ручкой для расчесывания кошек и собак, розовая;CG2-L-Pink;823.00;18
Расческа-грабли Catidea для вычесывания подшерстка кошек и собак, полностью розовая;CG4-l-Pink;823.00;8
Щетка массажная для мытья кошек и котов, розовая;CG5-L-Pink;823.00;15
Пуходерка Catidea с защитными зубьями для длинношерстных кошек и собак, розовая;CG6-L-Pink;823.00;5
Расческа Catidea разнозубая для длинной шерсти кошек и собак, розовый;CG7-L-Pink;823.00;5
Испаряющий элемент Brinsea для Ova-Easy 580 3 шт.;14_998;5920.00;2
Испаряющий элемент Brinsea для Ova-Easy 100 и Hatcher 3 шт.;14_997;2480.00;5
Нож для зернодробилки ИЗ-05;IZN-1;113.00;0
Нож для травы, для зернодробилок КР03 и КР02;KRN-02;300.00;6
Матрица 5 мм для гранулятора G150;DIE50;9860.00;7
Мельница для зерна Novital Grillo ручная;2167A0000;15200.00;13
Сито для зернодробилки Novital диаметр  1 мм;00003504P;1980.00;9
Сито для зернодробилки Novital диаметр  1.5 мм;00003509P;1980.00;0
Крышка для обогревательной панели Comfort пластик 40х60 см;WP-60C;2250.00;2
Шнур для подвеса с регулировкой высоты 350 см;OH-PRSET;85.00;57
Нож для корнеплодов, для зернодробилки КР03;KRN-03;570.00;0
Ящик для транспортировки яиц 63х33х50 см пластик;AF-A-18R;2740.00;1
Кольца меточные 9 мм одного цвета с номерами для кольцевания мелких птиц, 50 шт.;J93;745.00;682
Кольца меточные 9 мм для кольцевания мелких птиц, 100 шт.;J13;559.00;357
Перосъёмные пальцы PR499-45;DI499SH45;54.00;0
Коленчатый вал XTRA/12V;717-715;1010.00;6
Шарикоподшипник XTRA/12V;721-106;338.00;11
Шарикоподшипник 608-2RS XTRA;717-725;717.00;7
Коленчатый вал Xpert;708-245;1200.00;6
Рычажной привод блока;706-507;207.00;18
Управляющая часть X-SERIES;708-150;1060.00;2
Коленчатый вал Xperience;708-145;996.00;9
Ротор X-Series 240V вкл. шарикоподшипник;708-132;11000.00;4
Шарикоподшипник Xpert;701-636;621.00;6
Стригальная головка к машинке Heiniger XTRA;717-700;24900.00;3
Бирка ушная двойная красная большая;AI-10920;55.00;169
Бирка ушная двойная желтая;AI-10922;55.00;453
Инкубатор Brinsea Maxi II Advance 14 автоматический для яиц;AC26;23700.00;0
Инкубатор Brinsea Maxi II EX 14 автоматический для яиц;AC27B;33100.00;11
Инкубатор Brinsea Ovation Advance 28 автоматический для яиц;AF36;34100.00;0
Инкубатор Brinsea Ovation EX 28 автоматический для яиц;AF37B;41400.00;5
Инкубатор Brinsea Ovation Advance 56 автоматический для яиц;AG46;41300.00;0
Инкубатор Brinsea Ovation EX 56 автоматический для яиц;AG47B;51300.00;13
Триммер Heiniger Style Midi для стрижки кошек и собак;707-200;18500.00;6
Триммер Heiniger Style Mini для стрижки кошек и собак 707-210;707-210;11600.00;5
Лапка крепления ножей 3 дюйма XTRA/12 В левая;717-706;1470.00;7
Лапка крепления ножей 3 дюйма XTRA/12 В правая;717-707;1570.00;7
Винт для крепления лезвий;717-720;226.00;9
Удерживающая пластина XTRA/12V;717-709;1420.00;9
Нагреватель для воды аквариума Newa Therm Preset 25°С NTT50 220-240V 50Hz 50W 20-50 л;00_86_001;1220.00;2
Нагреватель для воды аквариума Newa Therm Preset 25°С NTT100 220-240V 50Hz 100W 30-150 л;00_86_002;1290.00;19
Нагреватель для воды аквариума Newa Therm Preset 25°С NTT150 220-240V 50Hz 150W 50-150 л;00_86_003;1430.00;23
Нагреватель для воды аквариума Newa Therm Preset 25°С NTT200 220-240V 50Hz 200W 100-300 л;00_86_004;1550.00;14
Нагреватель для воды аквариума Newa Therm Mini NWO-10K 230V 50Hz 10W автоматический до 15 л;00_35_055;1140.00;0
Помпа погружная для аквариума Newa Jet NJ6000 многофункциональная 6000 л/час;00_80_056;15300.00;6
